시리즈,연월,중앙값_만원_m2
광주,2024-02,325.9779338014042
광주,2024-03,317.4414457258352
광주,2024-04,332.2109509544633
광주,2024-05,312.22398972448093
광주,2024-06,333.7783711615487
광주,2024-07,350.19087158957745
광주,2024-08,343.79172229639516
광주,2024-09,344.73021625055884
광주,2024-10,343.5191007372025
광주,2024-11,341.122650619561
광주,2024-12,336.24747814391395
광주,2025-01,347.7904211920494
광주,2025-02,333.7783711615487
광주,2025-03,339.9528778189162
광주,2025-04,329.6128220310128
광주,2025-05,331.6749585406302
광주,2025-06,363.8791520614255
광주,2025-07,343.14461769549905
광주,2025-08,346.4551114681663
광주,2025-09,348.8928975290382
광주,2025-10,343.8579695565875
광주,2025-11,346.8956715139253
광주,2025-12,341.15994380895046
대구,2006-01,162.16216216216216
대구,2006-02,161.38855054811208
대구,2006-03,158.46538782318598
대구,2006-04,158.84221673138018
대구,2006-05,153.64503229775454
대구,2006-06,156.38279789223185
대구,2006-07,155.11721863002575
대구,2006-08,158.39933415635238
대구,2006-09,157.49897742623097
대구,2006-10,158.31663326653305
대구,2006-11,136.75783855903936
대구,2006-12,158.53198600738023
대구,2007-01,146.3963963963964
대구,2007-02,151.16666666666666
대구,2007-03,155.2328492739109
대구,2007-04,154.03104834097905
대구,2007-05,152.93004489721386
대구,2007-06,121.58236281189546
대구,2007-07,158.18017475143117
대구,2007-08,131.74015483002356
대구,2007-09,157.75279886116255
대구,2007-10,158.29116158644229
대구,2007-11,158.88895427528982
대구,2007-12,126.98964366037622
대구,2008-01,140.6979597215007
대구,2008-02,153.07948850794898
대구,2008-03,162.41886412720456
대구,2008-04,159.83677342165512
대구,2008-05,167.14044619378421
대구,2008-06,166.08758958801792
대구,2008-07,175.02917152858808
대구,2008-08,161.2474698218928
대구,2008-09,137.55689118833754
대구,2008-10,153.95606818423914
대구,2008-11,159.02799604654774
대구,2008-12,158.21382723716548
대구,2009-01,152.42467043314502
대구,2009-02,139.515455304929
대구,2009-03,156.97676472133514
대구,2009-04,164.21967940803108
대구,2009-05,144.92753623188406
대구,2009-06,165.36735175998112
대구,2009-07,165.95808814505475
대구,2009-08,177.64759580206436
대구,2009-09,140.126531461509
대구,2009-10,177.77891479683524
대구,2009-11,164.84163428705992
대구,2009-12,171.24173666223984
대구,2010-01,170.043345428453
대구,2010-02,145.0483494498166
대구,2010-03,163.38643484400512
대구,2010-04,163.950915308791
대구,2010-05,161.1660077663631
대구,2010-06,176.84581131218107
대구,2010-07,167.1782170695759
대구,2010-08,167.9937852010099
대구,2010-09,174.66154103292664
대구,2010-10,183.36389398233038
대구,2010-11,182.66580355383644
대구,2010-12,183.29326923076923
대구,2011-01,189.7854706456118
대구,2011-02,188.90003343363423
대구,2011-03,189.26275068351777
대구,2011-04,194.2355889724311
대구,2011-05,200.37043273278329
대구,2011-06,205.21205245420268
대구,2011-07,207.90941407454767
대구,2011-08,207.94901895019285
대구,2011-09,214.7479350612361
대구,2011-10,211.84133771199038
대구,2011-11,212.79740378991326
대구,2011-12,217.8264453079006
대구,2012-01,218.01106825423443
대구,2012-02,217.2096908939014
대구,2012-03,216.0121449162233
대구,2012-04,215.64855692335374
대구,2012-05,219.90255507973262
대구,2012-06,219.2187249076602
대구,2012-07,217.7751618599176
대구,2012-08,217.3671290593184
대구,2012-09,224.9431387414708
대구,2012-10,227.1111927035834
대구,2012-11,227.79694720945028
대구,2012-12,221.3848327837965
대구,2013-01,231.70528421403566
대구,2013-02,229.70045598637617
대구,2013-03,230.8685844844094
대구,2013-04,236.23839912677556
대구,2013-05,240.12690901140087
대구,2013-06,245.35184749352788
대구,2013-07,243.8128036775588
대구,2013-08,252.54209034839138
대구,2013-09,259.5432572095349
대구,2013-10,257.49933634191666
대구,2013-11,263.78385321690143
대구,2013-12,259.08691215075646
대구,2014-01,269.6817420435511
대구,2014-02,261.39173436948073
대구,2014-03,266.71111851975326
대구,2014-04,263.5096413668682
대구,2014-05,265.43231693572466
대구,2014-06,271.6936416005608
대구,2014-07,276.0174786514343
대구,2014-08,281.27789390344606
대구,2014-09,283.75897179101986
대구,2014-10,288.0056111124739
대구,2014-11,293.2328890586065
대구,2014-12,294.2394977660073
대구,2015-01,297.8146709813589
대구,2015-02,299.167574612457
대구,2015-03,305.9543421981643
대구,2015-04,302.5504250708451
대구,2015-05,305.4125287206021
대구,2015-06,309.4112591319295
대구,2015-07,305.63094285587374
대구,2015-08,311.7782909930716
대구,2015-09,320.80834886840364
대구,2015-10,313.07008768316365
대구,2015-11,308.41703990005243
대구,2015-12,296.0319781191615
대구,2016-01,300.6263572118945
대구,2016-02,302.3325920464621
대구,2016-03,298.383063843974
대구,2016-04,295.24550297145674
대구,2016-05,288.4883169529735
대구,2016-06,298.8204490652952
대구,2016-07,302.2974607013301
대구,2016-08,308.8319478090853
대구,2016-09,319.28480204342276
대구,2016-10,315.9027161295507
대구,2016-11,310.7344632768362
대구,2016-12,300.8317122482772
대구,2017-01,297.1453363670761
대구,2017-02,300.351882850369
대구,2017-03,302.52381748286814
대구,2017-04,301.3728665992343
대구,2017-05,312.18257538102864
대구,2017-06,331.8731661815842
대구,2017-07,348.4526340656745
대구,2017-08,330.85690434146954
대구,2017-09,325.21681120747166
대구,2017-10,317.0365426330719
대구,2017-11,323.91387927720103
대구,2017-12,329.4706818160424
대구,2018-01,336.33279557659273
대구,2018-02,344.0854542255451
대구,2018-03,333.09491301619516
대구,2018-04,324.60978057512585
대구,2018-05,326.6892212703772
대구,2018-06,281.90306803023566
대구,2018-07,320.5128205128205
대구,2018-08,333.8868619320702
대구,2018-09,345.1438517476837
대구,2018-10,334.74907050900384
대구,2018-11,321.21426050123546
대구,2018-12,319.7576573544261
대구,2019-01,306.3869903370257
대구,2019-02,300.04372724431823
대구,2019-03,310.7151160518126
대구,2019-04,304.4955798078792
대구,2019-05,309.67105152355333
대구,2019-06,329.48076185365875
대구,2019-07,325.1225086017432
대구,2019-08,326.26619552414604
대구,2019-09,332.5765535029712
대구,2019-10,332.1364452423698
대구,2019-11,347.0694332134726
대구,2019-12,346.05076856624913
대구,2020-01,344.23036327697713
대구,2020-02,339.18197527344057
대구,2020-03,258.5056992081556
대구,2020-04,327.3474842964757
대구,2020-05,327.79161786830997
대구,2020-06,360.2975360297536
대구,2020-07,367.4046161092793
대구,2020-08,368.5897435897436
대구,2020-09,380.95238095238096
대구,2020-10,394.31913116123644
대구,2020-11,388.62757936835067
대구,2020-12,351.493848857645
대구,2021-01,333.4942999154258
대구,2021-02,350.182094829457
대구,2021-03,350.0
대구,2021-04,353.0315377373378
대구,2021-05,357.1365429591801
대구,2021-06,345.46061415220294
대구,2021-07,364.66015819005406
대구,2021-08,361.28274147240984
대구,2021-09,363.3007230764876
대구,2021-10,357.12181461169314
대구,2021-11,397.88119889226175
대구,2021-12,371.39667723405444
대구,2022-01,353.8007040634011
대구,2022-02,355.4121233928653
대구,2022-03,347.8676056818376
대구,2022-04,359.0024360833991
대구,2022-05,365.67296816036037
대구,2022-06,359.20740004469747
대구,2022-07,360.99641954031966
대구,2022-08,360.99641954031966
대구,2022-09,353.90763393986094
대구,2022-10,350.0457981081131
대구,2022-11,366.32486754045226
대구,2022-12,400.3925811930536
대구,2023-01,376.476697390627
대구,2023-02,380.9600192485062
대구,2023-03,375.30738683584354
대구,2023-04,369.9136868064118
대구,2023-05,380.1789077212806
대구,2023-06,366.07848301290494
대구,2023-07,382.8934967012253
대구,2023-08,377.4223776962785
대구,2023-09,379.27824872697875
대구,2023-10,366.71556207494336
대구,2023-11,365.19903347324293
대구,2023-12,362.7412946624491
대구,2024-01,369.9720669893055
대구,2024-02,354.8825172134283
대구,2024-03,366.92764944186445
대구,2024-04,376.522979629505
대구,2024-05,408.53692090913825
대구,2024-06,400.247691489456
대구,2024-07,407.52617061835895
대구,2024-08,412.96345114580004
대구,2024-09,382.52441947508544
대구,2024-10,388.3234663870738
대구,2024-11,402.77941349664354
대구,2024-12,376.13488975356677
대구,2025-01,388.59966344914
대구,2025-02,360.03834113219665
대구,2025-03,365.56831559954827
대구,2025-04,374.32771096250485
대구,2025-05,400.15747439499285
대구,2025-06,410.12506382875256
대구,2025-07,380.10425716768026
대구,2025-08,402.96924708377514
대구,2025-09,395.1944356623459
대구,2025-10,411.67013138748314
대구,2025-11,461.17701314942724
대구,2025-12,427.4153887423437
대전,2006-01,167.11956000542062
대전,2006-02,168.63406408094437
대전,2006-03,158.28175162251426
대전,2006-04,159.7685160883943
대전,2006-05,157.03931473753568
대전,2006-06,150.24540098882756
대전,2006-07,150.55225148683093
대전,2006-08,151.6146817497803
대전,2006-09,160.175122507026
대전,2006-10,162.47718900128308
대전,2006-11,166.32411818516627
대전,2006-12,161.234094474464
대전,2007-01,150.7442064879754
대전,2007-02,141.67645781167093
대전,2007-03,142.43910651100236
대전,2007-04,142.9422275163788
대전,2007-05,138.93794889909336
대전,2007-06,156.6951566951567
대전,2007-07,151.76784523015343
대전,2007-08,118.24878620458732
대전,2007-09,151.37993507908658
대전,2007-10,154.4952665060552
대전,2007-11,151.4052794824617
대전,2007-12,155.40381445726396
대전,2008-01,156.89154454718428
대전,2008-02,152.75992770122616
대전,2008-03,151.5279442225924
대전,2008-04,152.7290936404607
대전,2008-05,155.69501402825483
대전,2008-06,143.2317934234416
대전,2008-07,130.56951673813703
대전,2008-08,141.3261099988223
대전,2008-09,143.7699680511182
대전,2008-10,146.44351464435147
대전,2008-11,140.73458840900702
대전,2008-12,155.36989243260555
대전,2009-01,160.3474194087189
대전,2009-02,161.6316302380621
대전,2009-03,163.19261607531985
대전,2009-04,165.18150935118513
대전,2009-05,170.4603931991504
대전,2009-06,160.09557945041814
대전,2009-07,172.97297297297297
대전,2009-08,197.11296978671442
대전,2009-09,148.77934113144337
대전,2009-10,177.30630593098113
대전,2009-11,181.86112423240434
대전,2009-12,187.92320609113668
대전,2010-01,192.01122983798007
대전,2010-02,190.21798852809707
대전,2010-03,181.13522537562605
대전,2010-04,183.6974408808751
대전,2010-05,181.8181818181818
대전,2010-06,189.49771614644465
대전,2010-07,197.3960520789584
대전,2010-08,194.34628975265016
대전,2010-09,201.4608859566447
대전,2010-10,210.9834767702735
대전,2010-11,222.37227101828762
대전,2010-12,228.70868830862827
대전,2011-01,232.05322092225356
대전,2011-02,235.40123566924325
대전,2011-03,241.2464399396884
대전,2011-04,228.32796841070785
대전,2011-05,247.04244954766878
대전,2011-06,237.9154078549849
대전,2011-07,231.52864717262014
대전,2011-08,225.10809402508465
대전,2011-09,227.3305996107834
대전,2011-10,239.96773543053033
대전,2011-11,235.3286949258826
대전,2011-12,246.91358024691357
대전,2012-01,241.01488361172167
대전,2012-02,237.17621637488372
대전,2012-03,223.66474060622383
대전,2012-04,226.16462095768395
대전,2012-05,227.00521271229192
대전,2012-06,229.64153696858355
대전,2012-07,221.28841649304945
대전,2012-08,225.72558896558277
대전,2012-09,235.34367825695057
대전,2012-10,241.69438270729236
대전,2012-11,240.05648387855965
대전,2012-12,241.6805246869795
대전,2013-01,235.41281318311755
대전,2013-02,242.24650127759259
대전,2013-03,233.91122752819052
대전,2013-04,233.73863770511159
대전,2013-05,239.92807970968636
대전,2013-06,243.6426574357609
대전,2013-07,239.94604712668226
대전,2013-08,246.74988742092648
대전,2013-09,248.52337352387056
대전,2013-10,255.04481275819836
대전,2013-11,258.6295021637646
대전,2013-12,258.753808271775
대전,2014-01,254.8601232811759
대전,2014-02,246.11708482676224
대전,2014-03,245.64650458484059
대전,2014-04,246.03326828189878
대전,2014-05,243.74607777800827
대전,2014-06,243.55806565478292
대전,2014-07,250.08753126137924
대전,2014-08,247.34664508005037
대전,2014-09,249.44111071890813
대전,2014-10,253.75626043405677
대전,2014-11,251.93995136974533
대전,2014-12,259.4547443482021
대전,2015-01,255.76901221487896
대전,2015-02,252.0122381736879
대전,2015-03,240.96356142923725
대전,2015-04,241.49854053302022
대전,2015-05,245.09515197315125
대전,2015-06,244.83061140219735
대전,2015-07,245.50193374810829
대전,2015-08,246.0560395573346
대전,2015-09,245.50691876723587
대전,2015-10,253.06026365348401
대전,2015-11,257.1210808046244
대전,2015-12,260.6524927273747
대전,2016-01,251.9726097332093
대전,2016-02,255.56851414780905
대전,2016-03,247.2624514305899
대전,2016-04,250.55346356406721
대전,2016-05,250.69403550096743
대전,2016-06,255.6614060182031
대전,2016-07,253.7383727775815
대전,2016-08,263.8610554442218
대전,2016-09,267.75727069351234
대전,2016-10,266.4579414987012
대전,2016-11,269.06031573694673
대전,2016-12,266.25932612942313
대전,2017-01,270.906949352179
대전,2017-02,259.66183574879227
대전,2017-03,252.25225225225225
대전,2017-04,255.1162288301948
대전,2017-05,257.19122335816286
대전,2017-06,262.3584645125656
대전,2017-07,265.0328573473364
대전,2017-08,273.1046537032991
대전,2017-09,281.5181656213285
대전,2017-10,270.7291337779451
대전,2017-11,273.83770363647716
대전,2017-12,287.0028700287003
대전,2018-01,282.41939279830547
대전,2018-02,274.44051825677263
대전,2018-03,275.5971271087356
대전,2018-04,269.85186973025054
대전,2018-05,260.91746794871796
대전,2018-06,274.4633614504333
대전,2018-07,272.9896722829585
대전,2018-08,304.1325253958162
대전,2018-09,304.3557265055658
대전,2018-10,301.13838827248463
대전,2018-11,291.9185734821112
대전,2018-12,278.8887262886302
대전,2019-01,278.93958183377026
대전,2019-02,266.9950689190485
대전,2019-03,265.50447817553186
대전,2019-04,286.15167216203486
대전,2019-05,292.26235417326285
대전,2019-06,289.2997240811494
대전,2019-07,295.0983661220407
대전,2019-08,305.50156074890623
대전,2019-09,300.44855201471375
대전,2019-10,301.1956557596373
대전,2019-11,317.89389408246404
대전,2019-12,318.0961357210179
대전,2020-01,305.86987270155583
대전,2020-02,307.5894349715814
대전,2020-03,304.3165279595756
대전,2020-04,286.87730180267494
대전,2020-05,316.34739785484743
대전,2020-06,356.40882468249913
대전,2020-07,336.40368442130557
대전,2020-08,377.3450477420649
대전,2020-09,350.9411308488974
대전,2020-10,352.82992134054683
대전,2020-11,394.4889307583608
대전,2020-12,375.5840710180154
대전,2021-01,369.81258366800535
대전,2021-02,363.4098224483439
대전,2021-03,349.48766579732455
대전,2021-04,363.747205852469
대전,2021-05,374.27708377004103
대전,2021-06,376.7143445759021
대전,2021-07,397.57271395689475
대전,2021-08,396.46706423831574
대전,2021-09,411.8548330595911
대전,2021-10,407.29542849249924
대전,2021-11,388.50825142390227
대전,2021-12,377.69463496025503
대전,2022-01,367.20638800549204
대전,2022-02,363.1869658543735
대전,2022-03,350.42051085020285
대전,2022-04,352.95778624876465
대전,2022-05,350.95107962518523
대전,2022-06,360.82474226804123
대전,2022-07,363.1191432396252
대전,2022-08,341.39737477191125
대전,2022-09,369.8781912454351
대전,2022-10,372.59738924863814
대전,2022-11,383.90975490953997
대전,2022-12,382.7573706086179
대전,2023-01,411.8616144975288
대전,2023-02,412.3276552963175
대전,2023-03,388.55528081949836
대전,2023-04,395.97756484588
대전,2023-05,389.7091609221119
대전,2023-06,408.25491436853173
대전,2023-07,418.4434085990787
대전,2023-08,401.82660466427114
대전,2023-09,423.9049549325565
대전,2023-10,393.343783815592
대전,2023-11,422.38751630344973
대전,2023-12,380.89744276256766
