월,서울,지방광역시_통합
1,0.998659869233952,0.9971748545532748
2,0.99387228904132,0.9881896646019751
3,0.9848215115938647,0.9898036567099059
4,0.9891786965942571,0.992485358349897
5,1.0048086859112426,0.9941867363041481
6,1.0158963779110957,1.0105819728199097
7,1.0057705658414464,1.0019423920669306
8,0.9988500588683322,1.0121935912922275
9,0.9973448488819949,1.0096838428163404
10,0.9968821437465463,1.0061597145508365
11,1.004598239439377,1.0057335175136097
12,1.009316712936572,0.9918646984209463
