연월,서울,지방광역시_통합,부산,대구,인천,광주,대전,울산
2006-01-01,,,,,,,,
2006-02-01,,,,,,,,
2006-03-01,,,,,,,,
2006-04-01,,,,,,,,
2006-05-01,,,,,,,,
2006-06-01,,,,,,,,
2006-07-01,,,,,,,,
2006-08-01,,,,,,,,
2006-09-01,,,,,,,,
2006-10-01,,,,,,,,
2006-11-01,,,,,,,,
2006-12-01,,,,,,,,
2007-01-01,-4.7934776146592135,-1.6093483513011209,7.195614826844565,-9.722222222222221,15.338183798204131,10.019465523615988,-9.798585824971106,24.510976551792908
2007-02-01,4.9879008921226875,2.713798345271856,6.072482301972526,-6.333710691823913,13.67979135580919,7.8905390870265935,-15.985860517679152,21.30638507757152
2007-03-01,-7.268975332068306,6.780070953184114,6.708562351873337,-2.0399019582004407,9.943672092260524,8.540445095948822,-10.009141893561413,21.433065393766814
2007-04-01,-3.6877918214932026,6.582637782159528,8.882840975262972,-3.028897788890328,12.605796864959506,0.912651562002198,-10.531667304656011,18.18605108137121
2007-05-01,1.4150466230675063,1.9985852976604157,4.8633609905669895,-0.4653501579895414,20.626761566993256,-1.5300052669086628,-11.526645966773131,8.637741244909192
2007-06-01,13.045415865843113,21.00680548974463,10.199009234101176,-22.253365171480322,19.014608772998407,-3.5407375690180154,4.292814065442685,21.620111759655792
2007-07-01,14.46664790318042,14.499407104206142,5.797014206597639,1.974607428148234,18.19705517747363,7.5525628752114216,0.8074231579517921,30.122740424460346
2007-08-01,12.212077859266724,2.718732692007819,5.523172479694227,-16.830360726146843,20.992757159122434,3.884627487621284,-22.007034648701705,8.333206733106447
2007-09-01,8.421888610930385,12.69710934227064,9.376548542802187,0.16115751294352165,24.63480498873618,7.059147604341809,-5.490982176432313,21.814397768039264
2007-10-01,2.6828797529434567,9.091082873111134,7.773515792383723,-0.01608907388011005,27.98050030077095,-4.675428923185166,-4.912641918715643,6.6259333236106555
2007-11-01,17.011866984838917,7.458621418274114,13.776965573332522,16.182703638370466,26.816188254381412,-13.652776459420979,-8.969738643733937,-19.780762855372892
2007-12-01,17.806441839693733,-3.5590537469719297,2.9674797529895436,-19.896516243438466,29.156625097488266,-6.137471154927409,-3.61603421174882,6.412595350801253
2008-01-01,23.860355284367852,6.250194760862016,6.12434206865855,-3.892470590236452,31.446695505857324,-7.991424402183577,4.077992914241291,4.180369975290343
2008-02-01,24.480737332535153,7.7276668195430664,3.099205038279851,1.2653727726233743,27.83365235458193,-0.52628158525998,7.823085119962814,9.800990245989682
2008-03-01,32.82542615227744,14.080764156027591,4.202653734027195,4.629184407105624,35.085480326730135,6.58306300029754,6.380858413267276,11.09639732538139
2008-04-01,40.829084766272985,12.796885548394732,8.930703560059893,3.769191434589181,38.26273785937988,16.386005043696695,6.846728425972293,12.984677857012116
2008-05-01,46.89717278923942,22.348622038613474,8.194871757311173,9.29209254213017,38.65958820481601,5.874011663606482,12.060826622200715,16.7988103309048
2008-06-01,38.40012666362427,13.825723390917343,5.810883224664787,36.60500235957589,37.62458346938751,13.184499226357381,-8.592073651585464,8.986978484301034
2008-07-01,37.916250294681596,0.7028100809520321,4.109285567442966,10.651775295882636,40.46541938514932,8.14068031874482,-13.967601938256069,0.07289834361190461
2008-08-01,39.30650964476099,9.543808628459093,7.831050020343322,22.3981177416565,29.956010768972654,3.4965501416763134,19.515907549619914,5.528096052199727
2008-09-01,32.941134217490074,-11.441870350563853,-2.732616046117331,-12.802249987716108,31.867724781135664,-1.96851168706903,-5.027064534010162,2.7043713483115184
2008-10-01,26.61310658399765,-8.427501395195925,-1.2279194630872459,-2.7386831701501912,24.556114723301437,0.018886350235858274,-5.2116495500450615,14.682702975408212
2008-11-01,37.79234747847519,-4.514736934114715,-0.46092791124962007,0.08750877107355226,25.227624642063653,23.83607317001011,-7.047766834769287,37.23492626197038
2008-12-01,41.93752405273252,3.7300806237705375,2.3367602799280185,24.58797637096759,22.8257765941426,1.807198424572154,-0.021828308897620108,5.006914239558902
2009-01-01,48.7385120804738,-1.787902679711273,-3.2380585195064926,8.334670051261806,17.700305692075524,4.294511682726609,2.2027158133402613,6.734220399426505
2009-02-01,31.93568801643025,-5.88142041851617,2.2969790066563966,-8.860777714393553,15.019392061421954,-1.586986724238293,5.807611112639144,16.103228103061372
2009-03-01,22.422867641133305,-5.402754071772186,7.978937818571796,-3.350657225140563,6.59711058380108,2.096052380920499,7.69803346344633,2.4263359026333475
2009-04-01,15.68221019573517,0.8830706773437447,-0.3152992001509758,2.7421136529162116,4.106497219572902,-0.7289578890899318,8.15327022108745,10.950796004321962
2009-05-01,5.261011247766212,0.5414711470888678,10.225176581834884,-13.289966891763749,1.1562369855642185,24.546129440866093,9.483527306928409,12.770589323040404
2009-06-01,8.06362073493947,4.302825618608597,13.008211487871524,-0.43364939537225977,-0.15312748891846972,10.320975502361884,11.773772864186306,8.311788405540788
2009-07-01,7.134327032421561,3.9795323229472324,18.951245479477286,-5.182612306458701,-1.080412908148709,5.342860708752006,32.47577022122088,18.798898153201904
2009-08-01,7.969280773003207,20.281776871045555,15.23018109760863,10.170780352886432,3.5567150020328064,7.886712384294858,39.47385220491597,26.193013468529536
2009-09-01,5.182074132330294,14.104044707856179,17.277417571225385,1.8680563736012346,-1.5784735261956673,19.506938687305574,3.484297275870607,16.602349819554753
2009-10-01,5.556642847709692,21.867966849218323,18.25489540003762,15.473795150501847,-1.6431543041918073,21.031114924056848,21.074877478584252,6.922509225092255
2009-11-01,-3.688042487754928,19.496666164541175,22.657947946639645,3.6557325659882567,-5.741139526608419,-2.6723202977160243,29.222763421792376,12.417420934482815
2009-12-01,-3.0702604136987888,20.62103429573636,22.358171623571522,8.23436841935774,-6.274390976294219,21.377287999860584,20.952137604556633,8.677463472939518
2010-01-01,-7.060264652649373,17.912423498700303,22.79374473648703,11.558939209276954,0.16958799686295212,14.002221538362036,19.747003441665267,10.875418999723884
2010-02-01,-4.216430516882208,17.217841591149806,24.55827735677176,3.9657929888805343,2.7117062093806377,23.760106693340035,17.686116416651277,4.347826086956519
2010-03-01,-4.933068030267373,10.74718549098639,11.289920105841645,4.083196729177341,1.9714954414447483,10.777145643693121,10.994743347961888,10.93231070036531
2010-04-01,-11.27429158967862,6.266206055679713,15.073694646397918,-0.16366132257041865,-2.631456834349988,1.317345943051862,11.209445659153072,-3.773842374988623
2010-05-01,-6.744822947749796,3.2208172304748928,13.580527154272136,11.20454535879054,-1.9199078761887645,-6.676051817580508,6.663007403580257,-0.26139805485373424
2010-06-01,-6.686243290493266,6.848512129327666,10.398991616415355,6.941188469208903,-3.687879691250373,3.193004847768588,18.3653644884882,28.14029303533312
2010-07-01,-3.7404265347001364,8.562488835403826,9.212909131217195,0.7352030492510098,-4.644845396718078,-2.517229193380044,14.119592608147835,-0.0720262302487562
2010-08-01,-5.285676931082173,-4.5042086583149015,8.486212968968099,-5.434247819379879,-7.542111732447276,2.2484188614523504,-1.4036012125726138,10.9690238881895
2010-09-01,-4.519813059556721,16.768865633876516,18.914545899337853,24.645589390688638,-4.324565532933211,6.286456908451354,35.409180081432346,11.322000815567357
2010-10-01,1.0324600032929787,11.601461447709415,17.766306143187236,3.1415306994519776,-2.651885656046471,4.488041958993105,18.99378065684911,15.479100617386955
2010-11-01,5.830761112625726,17.341296725036635,18.300632016453843,10.812904970195225,-0.771874803442707,4.492936646485668,22.27586954434151,14.767139569867481
2010-12-01,-1.5293821207300273,18.098913490195013,23.647459461410513,7.037730872993908,2.033669074068545,3.838560575181438,21.703270748643977,19.307773557084595
2011-01-01,-6.102065289806813,19.096168075978692,24.946325868580633,11.610054581915685,-2.475618544876801,12.487470544816869,20.853983966490475,13.744559436394432
2011-02-01,-3.8218218218218247,20.744732249941734,19.53429376450071,30.23245983160208,-1.8071328235014783,11.526325716749298,23.75340391872147,7.0410437794172775
2011-03-01,-2.930015720713397,17.374771102146113,28.598853128038225,15.837493402814196,-0.28185165214831276,28.883813257864045,33.185822602648244,3.325595916090829
2011-04-01,1.9537880559762355,16.579489089268495,29.274883980948687,18.471792979380975,-1.1104099481185736,26.730800867319715,24.295671902568827,14.715664004667527
2011-05-01,1.7757925499372051,21.895825676815317,28.965830533697435,24.325492397412685,-1.1199999999999988,19.19445760543075,35.873347251217844,14.942254197068937
2011-06-01,-2.300418522070824,15.665596937831783,27.09720268039415,16.04009782959883,-2.5902518433400523,31.014452480926646,25.550541026638474,0.025091304625024513
2011-07-01,-1.1898663437805546,21.230707748509282,25.743005305049117,24.363937909458812,-1.1376444406129504,36.89277899435404,17.291427429363516,22.56032412099165
2011-08-01,-5.2972845100826005,18.60226940865106,27.400665342508002,23.78375706064082,1.6794441783351433,29.311685412288192,15.828346561998119,6.382551768526579
2011-09-01,-0.32786825772451733,16.748897185174027,22.650877326815987,22.950899088169898,-2.1909816734019483,26.13662683182778,12.841060204463695,20.57149902812605
2011-10-01,-2.243325157998488,15.136658037263807,30.52890694812089,15.530562266748206,-1.877022521811178,24.550263030475715,13.737691265660557,19.71101234462389
2011-11-01,-7.846901875291001,7.732198573080784,18.435000300840485,16.495479531392565,-3.6507855133848577,32.564062340049475,5.826456620811982,12.358974118714094
2011-12-01,-5.24244746262138,3.7934147999958423,9.010417775926483,18.840395079457895,-7.334992551685692,25.21928779413085,7.959860236581373,13.765176151761516
2012-01-01,-5.814085471012165,4.962297248772662,8.091847696784992,14.872370109579425,-4.274946994149964,17.36470053110848,3.86189972018125,21.164504098784498
2012-02-01,-3.5762632954911777,6.793752322260738,8.061019533881453,14.986581497992768,-5.525515820297711,14.926297534993171,0.7540235294832609,28.429719070510263
2012-03-01,-2.459694088466302,6.625165108046693,4.065290975634994,14.133470075913369,-4.202582600916571,-0.001666611112949301,-7.28785856398958,34.21971740078784
2012-04-01,-0.7938736885067743,6.868528476511027,2.656424615403563,11.024224790216941,-4.615384615384599,7.446483560627781,-0.9474737011335166,29.419798707742185
