도시,지역,연월,중앙값_만원_m2
광주,광주_광산구,2006-01,100.65833335582661
광주,광주_광산구,2006-02,100.33050047214353
광주,광주_광산구,2006-03,94.26092759426093
광주,광주_광산구,2006-04,86.09160815780675
광주,광주_광산구,2006-05,103.65135453474676
광주,광주_광산구,2006-06,104.79213418784411
광주,광주_광산구,2006-07,97.581317764804
광주,광주_광산구,2006-08,122.8654163622094
광주,광주_광산구,2006-09,101.51085930122757
광주,광주_광산구,2006-10,114.23860558238135
광주,광주_광산구,2006-11,125.37167317940444
광주,광주_광산구,2006-12,100.0
광주,광주_광산구,2007-01,108.24404111086815
광주,광주_광산구,2007-02,103.20982667481351
광주,광주_광산구,2007-03,100.38783067769558
광주,광주_광산구,2007-04,91.31045554886614
광주,광주_광산구,2007-05,104.25982584137444
광주,광주_광산구,2007-06,89.90567930965283
광주,광주_광산구,2007-07,102.15565171956432
광주,광주_광산구,2007-08,107.9314514939681
광주,광주_광산구,2007-09,106.13809987316758
광주,광주_광산구,2007-10,105.9751510173678
광주,광주_광산구,2007-11,105.96820123398196
광주,광주_광산구,2007-12,106.95456289401028
광주,광주_광산구,2008-01,104.91916064671483
광주,광주_광산구,2008-02,102.69121813031161
광주,광주_광산구,2008-03,106.85865495106879
광주,광주_광산구,2008-04,126.6973771302877
광주,광주_광산구,2008-05,107.37017859641843
광주,광주_광산구,2008-06,107.9733818469601
광주,광주_광산구,2008-07,112.10114118961731
광주,광주_광산구,2008-08,105.56210228611832
광주,광주_광산구,2008-09,105.20353982300885
광주,광주_광산구,2008-10,105.24446549070676
광주,광주_광산구,2008-11,110.12705158242078
광주,광주_광산구,2008-12,108.5872823987372
광주,광주_광산구,2009-01,113.59754751625597
광주,광주_광산구,2009-02,106.46036072936822
광주,광주_광산구,2009-03,107.53004949328306
광주,광주_광산구,2009-04,117.73498652961125
광주,광주_광산구,2009-05,187.11923411662315
광주,광주_광산구,2009-06,134.93000505987519
광주,광주_광산구,2009-07,123.56386427745149
광주,광주_광산구,2009-08,124.70350014463408
광주,광주_광산구,2009-09,120.16021361815754
광주,광주_광산구,2009-10,131.67171364236356
광주,광주_광산구,2009-11,132.01335507415172
광주,광주_광산구,2009-12,122.98884213943711
광주,광주_광산구,2010-01,129.23424914487475
광주,광주_광산구,2010-02,136.9048740065539
광주,광주_광산구,2010-03,123.56386427745149
광주,광주_광산구,2010-04,120.03123799424841
광주,광주_광산구,2010-05,125.90738629209808
광주,광주_광산구,2010-06,138.03660991564954
광주,광주_광산구,2010-07,118.03931884351479
광주,광주_광산구,2010-08,113.7884872824632
광주,광주_광산구,2010-09,115.60693641618498
광주,광주_광산구,2010-10,121.12200745109178
광주,광주_광산구,2010-11,136.2593145090103
광주,광주_광산구,2010-12,158.94261335117952
광주,광주_광산구,2011-01,134.05362144857943
광주,광주_광산구,2011-02,141.67375035418436
광주,광주_광산구,2011-03,195.70902077109355
광주,광주_광산구,2011-04,155.80736543909347
광주,광주_광산구,2011-05,133.78228583540957
광주,광주_광산구,2011-06,178.40174110290286
광주,광주_광산구,2011-07,164.9049983320461
광주,광주_광산구,2011-08,167.7723653257204
광주,광주_광산구,2011-09,176.7080006314366
광주,광주_광산구,2011-10,167.81333572645676
광주,광주_광산구,2011-11,189.42714173268183
광주,광주_광산구,2011-12,189.42714173268183
광주,광주_광산구,2012-01,166.7980036774363
광주,광주_광산구,2012-02,169.39062669120034
광주,광주_광산구,2012-03,172.10892372981257
광주,광주_광산구,2012-04,177.50838835371795
광주,광주_광산구,2012-05,181.92693018222363
광주,광주_광산구,2012-06,178.04964443027058
광주,광주_광산구,2012-07,170.93009548508783
광주,광주_광산구,2012-08,184.45793169106273
광주,광주_광산구,2012-09,182.96305096827848
광주,광주_광산구,2012-10,182.59826731915115
광주,광주_광산구,2012-11,182.54563640910226
광주,광주_광산구,2012-12,171.79300120019766
광주,광주_광산구,2013-01,180.18951697432357
광주,광주_광산구,2013-02,176.519806110645
광주,광주_광산구,2013-03,173.50684017350684
광주,광주_광산구,2013-04,178.91654789084185
광주,광주_광산구,2013-05,182.02546820076805
광주,광주_광산구,2013-06,167.54138070246265
광주,광주_광산구,2013-07,183.7822070420347
광주,광주_광산구,2013-08,186.0826706186138
광주,광주_광산구,2013-09,186.6136957109079
광주,광주_광산구,2013-10,191.7840653486445
광주,광주_광산구,2013-11,197.1170369771344
광주,광주_광산구,2013-12,203.83540467808146
광주,광주_광산구,2014-01,196.42249086602988
광주,광주_광산구,2014-02,194.84740082536808
광주,광주_광산구,2014-03,197.9949874686717
광주,광주_광산구,2014-04,191.5243914044805
광주,광주_광산구,2014-05,200.4249007896741
광주,광주_광산구,2014-06,209.6749637409219
광주,광주_광산구,2014-07,207.64119601328903
광주,광주_광산구,2014-08,215.57143548097807
광주,광주_광산구,2014-09,212.1878851513942
광주,광주_광산구,2014-10,202.3414324007952
광주,광주_광산구,2014-11,204.60990882963134
광주,광주_광산구,2014-12,202.8652217411417
광주,광주_광산구,2015-01,203.55170213234163
광주,광주_광산구,2015-02,205.99042092268525
광주,광주_광산구,2015-03,203.55170213234163
광주,광주_광산구,2015-04,212.3169104929216
광주,광주_광산구,2015-05,221.26420373436878
광주,광주_광산구,2015-06,219.13429471453583
광주,광주_광산구,2015-07,215.1769798828622
광주,광주_광산구,2015-08,223.34450055836126
광주,광주_광산구,2015-09,240.00868041222523
광주,광주_광산구,2015-10,242.77020833075363
광주,광주_광산구,2015-11,235.01532088240765
광주,광주_광산구,2015-12,235.55333224296737
광주,광주_광산구,2016-01,235.88076698990193
광주,광주_광산구,2016-02,239.79747995464862
광주,광주_광산구,2016-03,234.03950340109873
광주,광주_광산구,2016-04,235.35638551258825
광주,광주_광산구,2016-05,221.67406001682093
광주,광주_광산구,2016-06,215.27075257161988
광주,광주_광산구,2016-07,216.84737281067555
광주,광주_광산구,2016-08,217.68893233140847
광주,광주_광산구,2016-09,228.5424496747858
광주,광주_광산구,2016-10,249.66540711489793
광주,광주_광산구,2016-11,233.2467309998287
광주,광주_광산구,2016-12,240.06001500375092
광주,광주_광산구,2017-01,251.20158089528243
광주,광주_광산구,2017-02,238.8097024256064
광주,광주_광산구,2017-03,243.55618724466223
광주,광주_광산구,2017-04,237.80918886784764
광주,광주_광산구,2017-05,248.7874370154438
광주,광주_광산구,2017-06,254.67618165893646
광주,광주_광산구,2017-07,262.37423979123014
광주,광주_광산구,2017-08,262.8130185548348
광주,광주_광산구,2017-09,266.9672520170859
광주,광주_광산구,2017-10,272.7741744043152
광주,광주_광산구,2017-11,267.96631478386996
광주,광주_광산구,2017-12,271.1631010683826
광주,광주_광산구,2018-01,264.05848545496815
광주,광주_광산구,2018-02,269.8562337968419
광주,광주_광산구,2018-03,255.80589922352576
광주,광주_광산구,2018-04,246.37561812708424
광주,광주_광산구,2018-05,253.62746254571195
광주,광주_광산구,2018-06,253.70642826185843
광주,광주_광산구,2018-07,259.1345583254386
광주,광주_광산구,2018-08,263.6419954506978
광주,광주_광산구,2018-09,265.99894117894337
광주,광주_광산구,2018-10,240.7997020870163
광주,광주_광산구,2018-11,247.12772855490297
광주,광주_광산구,2018-12,238.5752688172043
광주,광주_광산구,2019-01,242.24476708746369
광주,광주_광산구,2019-02,241.21251057510943
광주,광주_광산구,2019-03,239.2904953145917
광주,광주_광산구,2019-04,239.43753945277638
광주,광주_광산구,2019-05,247.67480533939704
광주,광주_광산구,2019-06,253.346000633365
광주,광주_광산구,2019-07,246.49540150444753
광주,광주_광산구,2019-08,256.6666666666667
광주,광주_광산구,2019-09,266.16229304704007
광주,광주_광산구,2019-10,262.34585103689756
광주,광주_광산구,2019-11,281.6803796429479
광주,광주_광산구,2019-12,271.5374450136674
광주,광주_광산구,2020-01,267.6583109689945
광주,광주_광산구,2020-02,269.4546238413451
광주,광주_광산구,2020-03,274.83484771803285
광주,광주_광산구,2020-04,269.4546238413451
광주,광주_광산구,2020-05,282.0424257215023
광주,광주_광산구,2020-06,287.4903973494328
광주,광주_광산구,2020-07,287.0493991989319
광주,광주_광산구,2020-08,294.1415244296302
광주,광주_광산구,2020-09,300.67435569572615
광주,광주_광산구,2020-10,327.4563941161504
광주,광주_광산구,2020-11,324.3591276668611
광주,광주_광산구,2020-12,301.59343223241484
광주,광주_광산구,2021-01,273.0454377677784
광주,광주_광산구,2021-02,288.0672193679212
광주,광주_광산구,2021-03,276.46104941154897
광주,광주_광산구,2021-04,294.8509587373774
광주,광주_광산구,2021-05,298.4254122438067
광주,광주_광산구,2021-06,308.6099682500505
광주,광주_광산구,2021-07,313.4923902619263
광주,광주_광산구,2021-08,320.38476043957684
광주,광주_광산구,2021-09,329.99612464837355
광주,광주_광산구,2021-10,329.8666135281712
광주,광주_광산구,2021-11,325.35031529592584
광주,광주_광산구,2021-12,311.6574090977849
광주,광주_광산구,2022-01,305.8893147856884
광주,광주_광산구,2022-02,304.7514157997724
광주,광주_광산구,2022-03,337.3150390362133
광주,광주_광산구,2022-04,328.23756595551345
광주,광주_광산구,2022-05,287.5718929732433
광주,광주_광산구,2022-06,309.776859920415
광주,광주_광산구,2022-07,310.84610159340605
광주,광주_광산구,2022-08,312.09943373330543
광주,광주_광산구,2022-09,324.40721953521296
광주,광주_광산구,2022-10,295.46850325393405
광주,광주_광산구,2022-11,307.5768942235559
광주,광주_광산구,2022-12,317.73565099916095
광주,광주_광산구,2023-01,317.8172088115757
광주,광주_광산구,2023-02,344.67468627557935
광주,광주_광산구,2023-03,345.0809787974815
광주,광주_광산구,2023-04,341.204168338371
광주,광주_광산구,2023-05,331.23691208096585
광주,광주_광산구,2023-06,345.0622631966884
광주,광주_광산구,2023-07,353.69100139354254
광주,광주_광산구,2023-08,349.80250384950125
광주,광주_광산구,2023-09,335.4121018034721
광주,광주_광산구,2023-10,332.46954130993
광주,광주_광산구,2023-11,345.32214968038585
광주,광주_광산구,2023-12,342.6049389347098
광주,광주_광산구,2024-01,333.0039514432989
광주,광주_광산구,2024-02,335.3028911641351
광주,광주_광산구,2024-03,329.46813000562184
광주,광주_광산구,2024-04,334.98545644127495
광주,광주_광산구,2024-05,334.8274813192203
광주,광주_광산구,2024-06,338.85103614293394
광주,광주_광산구,2024-07,339.69520443383124
광주,광주_광산구,2024-08,334.73923813349404
광주,광주_광산구,2024-09,344.2592413563814
광주,광주_광산구,2024-10,337.9442611567204
광주,광주_광산구,2024-11,328.9727786421795
광주,광주_광산구,2024-12,328.99073480081444
광주,광주_광산구,2025-01,347.06435185711007
광주,광주_광산구,2025-02,346.2712188367542
광주,광주_광산구,2025-03,337.1658593698543
광주,광주_광산구,2025-04,340.0558544703126
광주,광주_광산구,2025-05,338.15640333774826
광주,광주_광산구,2025-06,335.89298163607464
광주,광주_광산구,2025-07,347.9266940056908
광주,광주_광산구,2025-08,353.10972526546436
광주,광주_광산구,2025-09,351.47620004016875
광주,광주_광산구,2025-10,343.10771908683137
광주,광주_광산구,2025-11,356.20083532034096
광주,광주_광산구,2025-12,330.1723375432512
광주,광주_남구,2006-01,110.0917706881377
광주,광주_남구,2006-02,104.8927511798799
광주,광주_남구,2006-03,106.48367250354946
광주,광주_남구,2006-04,100.72703225667604
광주,광주_남구,2006-05,99.70015216604935
광주,광주_남구,2006-06,100.13422513422515
광주,광주_남구,2006-07,105.72139303482588
광주,광주_남구,2006-08,105.72139303482588
광주,광주_남구,2006-09,105.97111004216066
광주,광주_남구,2006-10,108.04943219772879
광주,광주_남구,2006-11,106.99949602835017
광주,광주_남구,2006-12,117.48958953004166
광주,광주_남구,2007-01,117.68661735036987
광주,광주_남구,2007-02,107.27611940298509
광주,광주_남구,2007-03,107.27611940298509
광주,광주_남구,2007-04,104.98749289959896
광주,광주_남구,2007-05,107.27611940298509
광주,광주_남구,2007-06,107.39997639560958
광주,광주_남구,2007-07,108.31777813839265
광주,광주_남구,2007-08,108.58019591644046
광주,광주_남구,2007-09,108.42572445676063
광주,광주_남구,2007-10,109.12906610703044
광주,광주_남구,2007-11,112.17948717948718
광주,광주_남구,2007-12,117.17308857038707
광주,광주_남구,2008-01,116.25162280184114
광주,광주_남구,2008-02,122.48995983935744
광주,광주_남구,2008-03,113.63636363636364
광주,광주_남구,2008-04,112.99435028248588
광주,광주_남구,2008-05,117.93353496410265
광주,광주_남구,2008-06,115.34161165112668
광주,광주_남구,2008-07,116.79370543398082
광주,광주_남구,2008-08,118.84550084889644
광주,광주_남구,2008-09,123.82864792503347
광주,광주_남구,2008-10,112.64449162538334
광주,광주_남구,2008-11,170.7891637220259
광주,광주_남구,2008-12,125.60495164978465
광주,광주_남구,2009-01,136.0103626943005
광주,광주_남구,2009-02,131.82674199623352
광주,광주_남구,2009-03,117.47660492201976
광주,광주_남구,2009-04,126.31315657828915
광주,광주_남구,2009-05,125.72181380890795
광주,광주_남구,2009-06,129.857227351158
광주,광주_남구,2009-07,128.91927951967978
광주,광주_남구,2009-08,123.76237623762376
광주,광주_남구,2009-09,121.23352165725048
광주,광주_남구,2009-10,119.32649048298725
광주,광주_남구,2009-11,123.67497342954636
광주,광주_남구,2009-12,225.2692167061793
광주,광주_남구,2010-01,126.26262626262627
광주,광주_남구,2010-02,125.10428487288375
광주,광주_남구,2010-03,189.92035172981252
광주,광주_남구,2010-04,137.71186440677968
광주,광주_남구,2010-05,131.87175471853624
광주,광주_남구,2010-06,136.9621414276184
광주,광주_남구,2010-07,130.10053222945004
광주,광주_남구,2010-08,135.0396482688231
광주,광주_남구,2010-09,143.3309642264866
광주,광주_남구,2010-10,144.05900631455978
광주,광주_남구,2010-11,142.73274946402623
광주,광주_남구,2010-12,150.89001532476718
광주,광주_남구,2011-01,148.67107244597483
광주,광주_남구,2011-02,142.45014245014247
광주,광주_남구,2011-03,157.4642126789366
광주,광주_남구,2011-04,151.38575165754912
광주,광주_남구,2011-05,158.96921017402946
광주,광주_남구,2011-06,194.41498762813714
광주,광주_남구,2011-07,155.3672316384181
광주,광주_남구,2011-08,158.9976266022677
광주,광주_남구,2011-09,158.58152324689524
광주,광주_남구,2011-10,157.26225764700757
광주,광주_남구,2011-11,160.36827317554008
광주,광주_남구,2011-12,157.54024276227426
광주,광주_남구,2012-01,161.01131071190952
광주,광주_남구,2012-02,162.42937853107347
광주,광주_남구,2012-03,155.39163429195855
광주,광주_남구,2012-04,156.4889987057301
광주,광주_남구,2012-05,164.76403436507002
광주,광주_남구,2012-06,166.333998669328
광주,광주_남구,2012-07,153.70406574219513
광주,광주_남구,2012-08,160.25930422817584
광주,광주_남구,2012-09,171.32046674440295
광주,광주_남구,2012-10,165.04214470083906
광주,광주_남구,2012-11,166.31578947368422
광주,광주_남구,2012-12,194.2203009685594
광주,광주_남구,2013-01,177.93214070773595
광주,광주_남구,2013-02,168.5580774365821
광주,광주_남구,2013-03,172.55892255892257
광주,광주_남구,2013-04,169.8717948717949
광주,광주_남구,2013-05,178.21314764546204
광주,광주_남구,2013-06,180.9117933435619
광주,광주_남구,2013-07,180.3666469544648
광주,광주_남구,2013-08,182.5912264689391
광주,광주_남구,2013-09,173.79372599729368
광주,광주_남구,2013-10,183.81053375751148
광주,광주_남구,2013-11,185.1851851851852
광주,광주_남구,2013-12,196.09619034397997
광주,광주_남구,2014-01,175.05154311939657
광주,광주_남구,2014-02,184.73683117941502
광주,광주_남구,2014-03,179.96704213583718
광주,광주_남구,2014-04,191.8745320769905
광주,광주_남구,2014-05,182.84862413102252
광주,광주_남구,2014-06,202.4482109227872
광주,광주_남구,2014-07,201.13907513924005
광주,광주_남구,2014-08,215.492664864466
광주,광주_남구,2014-09,221.74058019339782
광주,광주_남구,2014-10,209.86211247485622
광주,광주_남구,2014-11,219.59858323494686
광주,광주_남구,2014-12,211.30104463437797
광주,광주_남구,2015-01,209.2416835556349
광주,광주_남구,2015-02,208.33333333333334
광주,광주_남구,2015-03,210.5263157894737
광주,광주_남구,2015-04,194.39974829580163
광주,광주_남구,2015-05,201.3979386328634
광주,광주_남구,2015-06,207.61895736298752
광주,광주_남구,2015-07,209.21769060911117
광주,광주_남구,2015-08,211.3341204250295
광주,광주_남구,2015-09,216.773276474769
광주,광주_남구,2015-10,208.94987761507167
광주,광주_남구,2015-11,223.8761985215675
광주,광주_남구,2015-12,215.187860554776
광주,광주_남구,2016-01,225.6427856340843
광주,광주_남구,2016-02,237.37307134379535
광주,광주_남구,2016-03,220.35676810073454
광주,광주_남구,2016-04,212.06467661691545
광주,광주_남구,2016-05,213.21961620469082
광주,광주_남구,2016-06,231.39626643222437
광주,광주_남구,2016-07,239.79107312440647
광주,광주_남구,2016-08,220.8835341365462
광주,광주_남구,2016-09,254.05291982501427
광주,광주_남구,2016-10,247.4809969948736
광주,광주_남구,2016-11,253.37321308901795
광주,광주_남구,2016-12,251.88916876574308
광주,광주_남구,2017-01,248.1240620310155
광주,광주_남구,2017-02,228.56558041158863
광주,광주_남구,2017-03,235.4048964218456
광주,광주_남구,2017-04,233.86023667791056
광주,광주_남구,2017-05,243.90243902439022
광주,광주_남구,2017-06,239.36868439882423
광주,광주_남구,2017-07,241.80911680911683
광주,광주_남구,2017-08,254.7675958692908
광주,광주_남구,2017-09,266.52452025586354
광주,광주_남구,2017-10,248.95879815558533
광주,광주_남구,2017-11,271.3725068960815
광주,광주_남구,2017-12,282.84376289151305
광주,광주_남구,2018-01,261.7248124305511
광주,광주_남구,2018-02,268.4228076025342
광주,광주_남구,2018-03,262.36034899808936
광주,광주_남구,2018-04,258.16218535787107
광주,광주_남구,2018-05,241.58693044000495
광주,광주_남구,2018-06,273.4881527761405
광주,광주_남구,2018-07,243.45506086376523
광주,광주_남구,2018-08,258.9453860640302
광주,광주_남구,2018-09,305.88379239431714
광주,광주_남구,2018-10,259.4859818595709
광주,광주_남구,2018-11,240.22609514837492
광주,광주_남구,2018-12,257.29499793732134
광주,광주_남구,2019-01,256.7362097759167
광주,광주_남구,2019-02,251.42273915422325
광주,광주_남구,2019-03,242.46704331450096
광주,광주_남구,2019-04,245.91530510170057
광주,광주_남구,2019-05,242.3244363650999
광주,광주_남구,2019-06,307.6468502541071
광주,광주_남구,2019-07,267.009867009867
광주,광주_남구,2019-08,246.24157594608607
광주,광주_남구,2019-09,309.76366539242196
광주,광주_남구,2019-10,280.76664425016816
광주,광주_남구,2019-11,261.9047619047619
광주,광주_남구,2019-12,305.20894690466685
광주,광주_남구,2020-01,331.6001083558825
광주,광주_남구,2020-02,256.417277963302
광주,광주_남구,2020-03,273.02772801283913
광주,광주_남구,2020-04,252.69575182783484
광주,광주_남구,2020-05,264.00731927295436
광주,광주_남구,2020-06,316.7723840711448
광주,광주_남구,2020-07,292.79811097992916
광주,광주_남구,2020-08,301.20738412584365
광주,광주_남구,2020-09,336.1292809911197
광주,광주_남구,2020-10,354.8534798534799
광주,광주_남구,2020-11,377.8040141676505
광주,광주_남구,2020-12,353.02424099788186
광주,광주_남구,2021-01,315.57783394977184
광주,광주_남구,2021-02,244.83772936318684
광주,광주_남구,2021-03,288.97302525270396
광주,광주_남구,2021-04,286.99959563582297
광주,광주_남구,2021-05,323.22993132843953
광주,광주_남구,2021-06,335.67610583322187
광주,광주_남구,2021-07,317.01582437323333
광주,광주_남구,2021-08,365.79975719171136
광주,광주_남구,2021-09,307.0761014686248
광주,광주_남구,2021-10,385.8964268108602
광주,광주_남구,2021-11,316.22418879056045
광주,광주_남구,2021-12,305.0108932461874
광주,광주_남구,2022-01,301.3490551770524
광주,광주_남구,2022-02,300.4259565218481
광주,광주_남구,2022-03,311.3050426228487
광주,광주_남구,2022-04,311.3050426228487
광주,광주_남구,2022-05,300.40053404539384
광주,광주_남구,2022-06,316.825088015774
광주,광주_남구,2022-07,282.5108148671316
광주,광주_남구,2022-08,284.5456685499058
광주,광주_남구,2022-09,306.0263653483993
광주,광주_남구,2022-10,292.75970619097586
광주,광주_남구,2022-11,326.59685059605397
광주,광주_남구,2022-12,270.1589170100059
광주,광주_남구,2023-01,406.3845953788601
광주,광주_남구,2023-02,374.0230559491218
광주,광주_남구,2023-03,395.1423420355413
광주,광주_남구,2023-04,375.84209904266635
광주,광주_남구,2023-05,388.8257307248715
광주,광주_남구,2023-06,391.7276142106108
광주,광주_남구,2023-07,406.20325462654597
광주,광주_남구,2023-08,391.3606403013183
광주,광주_남구,2023-09,385.93178331169594
광주,광주_남구,2023-10,371.97891161918295
광주,광주_남구,2023-11,318.460068645837
광주,광주_남구,2023-12,312.09038137444605
광주,광주_남구,2024-01,334.23775370485805
광주,광주_남구,2024-02,341.25732213265934
광주,광주_남구,2024-03,381.0812314013958
광주,광주_남구,2024-04,390.2092940759135
광주,광주_남구,2024-05,335.7713079293867
광주,광주_남구,2024-06,392.584800653467
광주,광주_남구,2024-07,435.4262671340623
광주,광주_남구,2024-08,396.94349124516555
광주,광주_남구,2024-09,369.68446136149845
광주,광주_남구,2024-10,356.9318047512114
광주,광주_남구,2024-11,373.4596263047525
광주,광주_남구,2024-12,366.91127418278853
광주,광주_남구,2025-01,456.74390627763796
광주,광주_남구,2025-02,426.0572870508008
광주,광주_남구,2025-03,368.4954085236638
광주,광주_남구,2025-04,371.2957479298151
광주,광주_남구,2025-05,424.42820089601514
광주,광주_남구,2025-06,415.6810249510904
광주,광주_남구,2025-07,376.7484956550303
광주,광주_남구,2025-08,406.08348370192766
광주,광주_남구,2025-09,396.67934573558614
광주,광주_남구,2025-10,365.27794169715565
광주,광주_남구,2025-11,414.48782007484846
광주,광주_남구,2025-12,383.1425944701133
광주,광주_동구,2006-01,110.07122255577139
광주,광주_동구,2006-02,101.77108115252446
광주,광주_동구,2006-03,111.84730686904388
광주,광주_동구,2006-04,110.07122255577139
광주,광주_동구,2006-05,108.87444192057649
광주,광주_동구,2006-06,110.67938302131166
광주,광주_동구,2006-07,116.9004676018704
광주,광주_동구,2006-08,121.91048764195057
광주,광주_동구,2006-09,122.23667100130038
광주,광주_동구,2006-10,111.26810314376544
광주,광주_동구,2006-11,129.48793407886993
광주,광주_동구,2006-12,120.1281366791244
광주,광주_동구,2007-01,130.9192200557103
광주,광주_동구,2007-02,126.1501929355892
광주,광주_동구,2007-03,129.5184269398328
광주,광주_동구,2007-04,111.66666666666667
광주,광주_동구,2007-05,116.30365827870585
광주,광주_동구,2007-06,124.24920504063127
광주,광주_동구,2007-07,128.61617387860093
광주,광주_동구,2007-08,126.87671812222457
광주,광주_동구,2007-09,126.87671812222457
광주,광주_동구,2007-10,141.62282960013152
광주,광주_동구,2007-11,131.29396509134742
광주,광주_동구,2007-12,151.19872104067875
광주,광주_동구,2008-01,125.250501002004
광주,광주_동구,2008-02,141.45782949452
광주,광주_동구,2008-03,123.82864792503347
광주,광주_동구,2008-04,125.37541616029918
광주,광주_동구,2008-05,117.8238804909281
광주,광주_동구,2008-06,141.15034891097483
광주,광주_동구,2008-07,127.71392081736909
광주,광주_동구,2008-08,117.73201718713675
광주,광주_동구,2008-09,125.30431046828011
광주,광주_동구,2008-10,130.26052104208415
광주,광주_동구,2008-11,141.62282960013152
광주,광주_동구,2008-12,132.16324804398394
광주,광주_동구,2009-01,163.52015653075966
광주,광주_동구,2009-02,125.29377675476704
광주,광주_동구,2009-03,135.7733175914994
광주,광주_동구,2009-04,131.65362272997507
광주,광주_동구,2009-05,139.22244265775643
광주,광주_동구,2009-06,118.06375442739079
광주,광주_동구,2009-07,125.98610620511008
광주,광주_동구,2009-08,121.46267162935453
광주,광주_동구,2009-09,124.73684210526315
광주,광주_동구,2009-10,126.54805078051697
광주,광주_동구,2009-11,137.4497779657433
광주,광주_동구,2009-12,139.8095226456992
광주,광주_동구,2010-01,151.4536666767107
광주,광주_동구,2010-02,139.56438993444704
광주,광주_동구,2010-03,140.83333333333334
광주,광주_동구,2010-04,133.4303736050461
광주,광주_동구,2010-05,136.8220557153813
광주,광주_동구,2010-06,121.95121951219511
광주,광주_동구,2010-07,131.40161725067387
광주,광주_동구,2010-08,137.4497779657433
광주,광주_동구,2010-09,140.63656550703183
광주,광주_동구,2010-10,143.252076013391
광주,광주_동구,2010-11,128.1975725310287
광주,광주_동구,2010-12,140.28056112224448
광주,광주_동구,2011-01,151.0868801222534
광주,광주_동구,2011-02,151.93021910004893
광주,광주_동구,2011-03,149.0959077931691
광주,광주_동구,2011-04,151.54099469656674
광주,광주_동구,2011-05,144.86623665010046
광주,광주_동구,2011-06,151.66666666666666
광주,광주_동구,2011-07,141.9505678022712
광주,광주_동구,2011-08,117.85237306958243
광주,광주_동구,2011-09,162.74492075933748
광주,광주_동구,2011-10,169.16895749629944
광주,광주_동구,2011-11,159.05163411446517
광주,광주_동구,2011-12,160.77738515901058
광주,광주_동구,2012-01,174.4554874180588
광주,광주_동구,2012-02,168.94775701999623
광주,광주_동구,2012-03,155.56056321432777
광주,광주_동구,2012-04,167.02750676513386
광주,광주_동구,2012-05,180.0211893024901
광주,광주_동구,2012-06,169.60342403798154
광주,광주_동구,2012-07,163.7798986685519
광주,광주_동구,2012-08,172.35609103078983
광주,광주_동구,2012-09,170.26466255919667
광주,광주_동구,2012-10,163.43294680588065
광주,광주_동구,2012-11,181.15577889447235
광주,광주_동구,2012-12,184.92462311557787
광주,광주_동구,2013-01,192.8604723676993
광주,광주_동구,2013-02,187.8683116534911
광주,광주_동구,2013-03,186.67374808289048
광주,광주_동구,2013-04,176.82672521935294
광주,광주_동구,2013-05,165.48463356973997
광주,광주_동구,2013-06,178.7036057946495
광주,광주_동구,2013-07,180.240367348051
광주,광주_동구,2013-08,180.80150141183643
광주,광주_동구,2013-09,206.04660119391488
광주,광주_동구,2013-10,211.82360870402465
광주,광주_동구,2013-11,201.07901686097995
광주,광주_동구,2013-12,198.78403439118864
광주,광주_동구,2014-01,199.35631437632975
광주,광주_동구,2014-02,213.76171352074968
광주,광주_동구,2014-03,187.2951914514693
광주,광주_동구,2014-04,198.28807556080284
광주,광주_동구,2014-05,202.58236865538737
광주,광주_동구,2014-06,185.90422402635605
광주,광주_동구,2014-07,188.1720430107527
광주,광주_동구,2014-08,188.30175356008004
광주,광주_동구,2014-09,199.03427158167472
광주,광주_동구,2014-10,210.31744931575446
광주,광주_동구,2014-11,191.95459856451345
광주,광주_동구,2014-12,201.5604681404421
광주,광주_동구,2015-01,208.64630278751463
광주,광주_동구,2015-02,204.38142916672052
광주,광주_동구,2015-03,218.41794569067295
광주,광주_동구,2015-04,209.39567782318505
광주,광주_동구,2015-05,200.40080160320642
광주,광주_동구,2015-06,192.96387810330629
광주,광주_동구,2015-07,196.76768609578386
광주,광주_동구,2015-08,203.0242148672941
광주,광주_동구,2015-09,206.10057994026943
광주,광주_동구,2015-10,218.79332168042916
광주,광주_동구,2015-11,212.08907741251323
광주,광주_동구,2015-12,211.7896223085069
광주,광주_동구,2016-01,231.02135758088392
광주,광주_동구,2016-02,262.17739072071817
광주,광주_동구,2016-03,251.53435959352046
광주,광주_동구,2016-04,225.2206656409426
광주,광주_동구,2016-05,239.70910929081026
광주,광주_동구,2016-06,207.3078234426605
광주,광주_동구,2016-07,259.92438563327033
광주,광주_동구,2016-08,244.0076877361556
광주,광주_동구,2016-09,251.52094411871306
광주,광주_동구,2016-10,240.03869423751107
광주,광주_동구,2016-11,233.76623376623377
광주,광주_동구,2016-12,254.3715568992834
광주,광주_동구,2017-01,225.53641733482016
광주,광주_동구,2017-02,236.29489603024575
광주,광주_동구,2017-03,213.66933921266696
광주,광주_동구,2017-04,233.8009352037408
광주,광주_동구,2017-05,263.45056692126997
광주,광주_동구,2017-06,238.56189774909095
광주,광주_동구,2017-07,224.32113341204249
광주,광주_동구,2017-08,252.40387558129154
광주,광주_동구,2017-09,251.3754825552811
광주,광주_동구,2017-10,239.81949582725343
광주,광주_동구,2017-11,205.12945744479515
광주,광주_동구,2017-12,253.14965265512774
광주,광주_동구,2018-01,267.71266251094227
